RatingID,UserID,RestaurantID,DriverID,OrderID,Score,Comment,RatingDate
266,97,41,89,160,4,"The food was delicious, the atmosphere was cozy, and the service was outstanding",2024-03-07 20:59:25
267,14,36,74,196,2,The food was delicious and the service was top-notch. The ambiance was cozy,2024-02-28 03:17:16
268,19,3,66,176,2,"The food was delicious, the service was excellent, and the ambiance was perfect",2024-02-25 14:35:10
269,28,32,94,127,4,"""Delicious food, great ambiance, and fantastic service - an overall delightful",2024-03-06 11:40:44
270,24,15,62,171,2,"""The food was absolutely delicious and beautifully presented, the service was excellent, and",2024-02-29 03:54:04
271,85,19,71,135,2,"The food at this restaurant was exceptional - flavorful, well-prepared dishes and",2024-01-03 23:35:52
272,5,49,87,143,5,"""Amazing dining experience! The food was delicious, the service was top-notch",2024-01-15 14:51:05
273,65,9,53,53,3,The food was delicious and the service was fantastic - highly recommend this restaurant for,2024-03-08 03:50:04
274,100,15,49,153,3,"""Amazing food with exceptional service! Will definitely be returning to try more of",2024-02-09 17:00:33
275,88,10,52,135,3,"The food was absolutely delicious, the service was top-notch, and the ambiance",2024-02-15 07:55:14
276,88,17,41,125,3,"Delicious food, great service, and a cozy atmosphere - definitely worth a",2024-01-05 00:59:08
277,39,11,24,20,5,"The food was delicious, the service was impeccable, and the ambiance was cozy",2024-02-23 00:31:35
278,29,12,78,56,1,"""Delicious food, excellent service, and a lovely atmosphere - would definitely",2024-02-21 05:11:24
279,49,15,62,9,4,"""Fantastic dining experience with delectable dishes and impeccable service. Will definitely",2024-01-14 14:31:04
280,100,24,5,16,2,The food was delicious and the service was excellent! Would definitely recommend trying this,2024-01-26 20:06:18
281,37,43,26,44,5,"The food was delicious, the service was excellent, and the atmosphere was cozy",2024-01-04 22:42:39
282,85,12,75,2,1,"The restaurant had a cozy atmosphere and the food was delicious, definitely worth a",2024-02-17 16:00:00
283,63,2,23,126,2,The food was delicious and the service was excellent - a truly enjoyable dining experience,2024-02-08 21:45:33
284,64,5,33,34,1,The food was absolutely delicious and the service was impeccable. We had a fantastic,2024-03-12 00:51:50
285,57,23,59,71,1,"Absolutely loved the dining experience at this restaurant! The food was delicious, the",2024-01-15 17:04:52
286,41,29,94,3,4,"""The food was absolutely delicious, the service was top-notch, and the cozy",2024-02-04 16:20:21
287,58,45,19,29,2,"I had the most delightful experience at this restaurant! The food was delicious,",2024-01-18 08:15:30
288,32,27,28,174,2,"""Incredible dining experience with delicious food, top-notch service, and a cozy",2024-02-20 16:36:21
289,92,50,42,87,5,The food was delectable and the service was impeccable - a truly delightful,2024-02-01 08:24:29
290,94,17,90,21,2,The food was delicious and the service was excellent. I had a great dining,2024-02-14 19:20:44
291,43,16,42,78,5,"The food was delicious, service was friendly, and the ambiance was cozy.",2024-01-24 18:54:20
292,37,43,13,101,3,"""Delicious food, excellent service, and a warm atmosphere - a truly",2024-01-08 18:37:31
293,14,15,69,60,2,"I had a fantastic dining experience at this restaurant - the food was delicious,",2024-02-26 17:18:10
294,75,14,79,108,3,"I had a fantastic dining experience at this restaurant - phenomenal food, attentive service",2024-01-21 03:42:22
295,5,23,68,73,2,"I had a wonderful dining experience at this restaurant! The food was delicious,",2024-02-15 06:28:04
296,95,47,60,32,3,"The food was delicious, the service was excellent, and the atmosphere was cozy",2024-03-05 06:11:10
297,57,21,5,141,1,"The food was delicious, the service was excellent, and the atmosphere was cozy",2024-01-27 21:31:20
298,51,12,98,79,1,"Had a fantastic dining experience at this restaurant! The food was delicious, the",2024-03-15 13:27:25
299,44,16,36,91,2,"Had a fantastic dining experience at this restaurant! The food was delicious, the",2024-01-14 16:02:03
300,38,26,73,38,3,"The food was delicious, service was top-notch, and the ambiance was cozy",2024-02-15 17:41:56
